text
The question in this election: Who can put the plans into action that will make your life better? https://t.co/XreEY9OicG
"Last night, Donald Trump said not paying taxes was ""smart."" You know what I call it? Unpatriotic. https://t.co/t0xmBfj7zF"
Couldn't be more proud of @HillaryClinton. Her vision and command during last night's debate showed that she's ready to be our next @POTUS.
"If we stand together, there's nothing we can't do. 

Make sure you're ready to vote: https://t.co/tTgeqxNqYm https://t.co/Q3Ymbb7UNy"
Both candidates were asked about how they'd confront racial injustice. Only one had a real answer. https://t.co/sjnEokckis
This election is too important to sit out. Go to https://t.co/tTgeqxNqYm and make sure you're registered. #NationalVoterRegistrationDay -H
When Donald Trump goes low...register to vote: https://t.co/tTgeqxNqYm https://t.co/DXz9dEwsZS
3) Has Trump offered a single proposal to reduce the friction of starting a business. @HillaryClinton has https://t.co/OhFAFEFsUq
"The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few cl… https://t.co/H1H7hAA4XM"
Donald Trump lied to the American people at least 58 times during the first presidential debate. (We counted.) https://t.co/h43O6Rws4S
"“She gained about 55 pounds in...9 months. She was like an eating machine.” —Trump, a man who wants to be president: https://t.co/1ht91eZCyw"
It's #NationalVoterRegistrationDay. Celebrate by registering to vote → https://t.co/tTgeqxNqYm https://t.co/R6lVvgLECG
"""I love this country.
I’m proud of this country.
I want to be a leader who brings people together.""
—Hillary #LoveTrumpsHate"
"We don’t want to turn against each other.
We want to work with one another.
We want to set big goals in this country.
#StrongerTogether"
"""What we hear from my opponent is dangerously incoherent. It's unclear what he's saying, but words matter."" —Hillary"
One candidate made it clear he wasn’t prepared for last night’s debate. The other made it clear she’s prepared to b… https://t.co/InYZBmnbBM
"""What kind of a person would want to root for 9 million families losing their homes?

One who should never be president."" —Hillary on Trump"
"""I don’t think that any family should have to pay more than 10% of their income on child care.” —Hillary https://t.co/pepW0auI8n"
"""I’m really glad my dad never had a contract with Donald Trump.” —Hillary https://t.co/un2YiRLEYF"
"When you work hard, you should not be living in poverty. https://t.co/86sTOCAkkq"
"""We may have a record-setting turnout in this election.

We could have the biggest turnout we've ever had."" https://t.co/tTgeqxNqYm"
"""You can go to https://t.co/tTgeqxNqYm to make sure you are registered. And I hope you all will.” —Hillary #NationalVoterRegistrationDay"
Join Hillary live in NC for her first rally since winning last night's debate → https://t.co/DzEpIDf7HY #NationalVoterRegistrationDay
So. Everything you're feeling after #Debates2016? It's #NationalVoterRegistrationDay. PLEASE:… https://t.co/YnOtJL8bW7
"“Donald just criticized me for preparing for this debate. And you know what else I prepared for?

I prepared to be… https://t.co/QjB01msPaT"
Hillary was the winner of the first presidential debate—and newspapers across America agree. #SheWon… https://t.co/oDiUHd0eXO
"Trump sobre Alicia Machado en 1996: ""Miss Piggy""

Esta mañana: ""Aumentó mucho de peso... era un problema serio"". https://t.co/Sv92DhXTPJ"
Register and vote for Democrats like @HillaryClinton and @KatieMcGintyPA: https://t.co/tu6W6eS9xR #iRegistered… https://t.co/9ovdecqadN
I've been fortunate to meet young Americans from all over the country. We all make choices. This is mine...… https://t.co/bYoUE91TOO
"""She gained a massive amount of weight...it was a real problem."" —Trump this morning on Alicia Machado https://t.co/LJPlFegSTs"
"Today is #NationalVoterRegistrationDay - I was beaten, left bloody &amp; unconscious so that every person could register and vote. Do your part."
More than 70 million Americans aren't registered to vote. We have to do better! Get registered &amp; spread the word: https://t.co/IobF5PQ7jv
"When you have a really, really good night. #SheWon https://t.co/FVeGqhYxRZ"
"""Register. Vote. Go out and get engaged!” —@JoeBiden #NationalVoterRegistrationDay https://t.co/tTgeqxNqYm"
"""I'm glad Trump found out that Crimea was part of Ukraine. By the way, I heard he was on the verge of acknowledging gravity."" —@JoeBiden"
"“Let me tell you who built this damn country: the middle class.” —@JoeBiden

Let's keep building it, together: https://t.co/tTgeqxNqYm"
One moment last night that proved—again—that Hillary's the only candidate ready to lead on the global stage: https://t.co/i4lrw7BpE9 #SheWon
"""Anyone who complains about microphone problems is not having a good night."" —Hillary #SheWon"
"Trump on Alicia, 1996: ""Miss Piggy.""

This morning: ""She gained a massive amount of weight...it was a real problem."" https://t.co/0wrISjJe6z"
"""I have a winning temperament."" —Donald Trump last night 

Really? #SheWon https://t.co/nMTFoISagO"
Only one person on last night's stage is prepared to be Commander-in-Chief. Make sure she gets the chance:… https://t.co/o50AezGRrb
"Tonight, @HillaryClinton proved she is ready to be President — and Donald Trump proved he is not. #debatenight https://t.co/Zeq5iF09Bc"
43 days left. Let’s go win this thing: https://t.co/vJShYQPqJb #DebateNight https://t.co/MzR30MEI0J
.@timkaine That's what we @Wellesley girls do! And it's so clear @HillaryClinton is the only candidate prepared to be president #debatenight
#DebateNight https://t.co/x4oTfkIlHS
"Donald Trump called her ""Miss Piggy"" and ""Miss Housekeeping.""

Her name is Alicia Machado. #DebateNight https://t.co/0wrISjJe6z"
Hillary Clinton did what she needed to do: https://t.co/OhN5ZjCu2G https://t.co/4P3f6pNXB3
"Tonight, we heard from two candidates -- but only one president. #ImWithHer"
"""Hillary won big time. It was a shut out."" -- @HardballChris #debatenight"
Clinton won this debate in part because she had more stamina for this than Trump. He flagged badly after 30 minutes. She didn't.
The presidency isn't a reality show—it's as real as it gets. Make sure you're registered to vote:… https://t.co/gBZ42fzFnF
Text IMWITHHER to 47246 to tell Hillary you're on her team all the way to Election Day. #debatenight https://t.co/YzlkvzVTGY
Gracias señora @HillaryClinton su respeto a las mujeres y nuestras diferencias la hacen grande! Estoy con usted!
RT this if you're proud to be standing with Hillary tonight. #debatenight https://t.co/91tBmKxVMs
Hillary just proved she's the only candidate who's ready to be president. Chip in now and let's go win this thing: https://t.co/ATqqxWU0Hc
"When Donald Trump says he has a ""winning temperament."" #debatenight https://t.co/ElQ7aG2vxu"
The woman Trump called “Miss Piggy” has a name: Alicia. #debatenight https://t.co/XlthzE8X8j
"""When Donald Trump spends 11 hours testifying in front of a congressional committee, he can talk to me about stamina."" —Hillary #debatenight"
"Donald Trump's ""cavalier attitude about nuclear weapons is so deeply troubling.” #DebateNight https://t.co/z66rUZz31J"
.@realDonaldTrump: Barack Obama is your president too. #debatenight
A man who can be provoked by a tweet should not have his hands anywhere near the nuclear codes. #DebateNight
This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ
"Donald Trump says he has better temperament than Hillary Clinton.

Fact check: He is Donald Trump. 

#debate"
"""I hope the fact-checkers are turning up the volume. Donald Trump supported the invasion of Iraq.” https://t.co/CoyJtoyxd0"
This is... still not true! #debate https://t.co/6SKFZunCL5
What is the deal with Donald Trump and Russia? https://t.co/xUYxOdoYo3 #debatenight
Trump's top Russia advisor is being probed for meeting with the Kremlin aide in charge of US election intelligence.  https://t.co/GN5Gg4ug0L
"When Donald Trump goes low, we go high. #DebateNight https://t.co/5MUlOMJqWM"
"When a man is sued for discriminating against black tenants &amp; pushes birtherism, he's giving you an idea of what kind of president he'd be."
This is just one of the business practices that led to Donald Trump being sued for discrimination. #Debate… https://t.co/PoXvMnGfCy
"Donald Trump's answer for his five years of pushing the racist birther conspiracy theory?

""I say nothing."" #debatenight"
"""Trump just criticized me for preparing for this debate. You know what else I prepared for? Being president."" #DebateNight"
President Obama was born in the United States. He’s American. Trump only has one reason for refusing to admit it. #debatenight
"Still a complete lie. #DebateNight 
https://t.co/F8aCfIqYWs"
Donald Trump is more concerned with pandering to the gun lobby than keeping families safe. #DebateNight https://t.co/LspcUJNUc5
"The fact that Trump's answer to a question about racial injustice is just ""we need law and order"" pretty much says it all. #debatenight"
We’ve got to address the systemic racism in our criminal justice system and end private prisons. #DebateNight https://t.co/8afCXJAAjI
How Hillary Clinton Took Charge In The First Presidential Debate https://t.co/4gwtCnACV0
We are not going to bring New York’s unconstitutional stop-and-frisk program nationwide. #debatenight
"""Maybe he didn't do a good job."" —Donald Trump

Looks like you “loved” it at the time. #DebateNight… https://t.co/LelC6Tb3nj"
"""It's about time this country had somebody running it who has an idea about money."" —Trump #debatenight https://t.co/dpDrKCHVCd"
"Paying zero in taxes doesn’t make you ""smart.""

It makes you a tax evader. https://t.co/g9nQkSRvTB"
No wonder Donald Trump is hiding his tax returns. #debatenight https://t.co/gcvsadMwHJ
"No legit reason @realDonaldTrump can't release returns while being audited, but if scared, release earlier returns no longer under audit."
"In the spirit of friendship, here's Donald Trump's ISIS plan for your consideration. #debate https://t.co/YCXFWZyiGA"
Donald Trump may live in his own reality—but we've got his own words right here. Check them out: https://t.co/NLPH8sbAGn #debatenight
"We can step up and confront climate change, save our planet, and invest in clean energy. 

Or, we can do nothing.… https://t.co/U29h8UaYZP"
"""I never said that."" —Donald Trump, who said that. #debatenight https://t.co/6T8qV2HCbL"
"""That's called business."" —Donald Trump on the housing crash.

For millions of Americans it was called ""losing their home."" #DebateNight"
"Economists project that Trump’s plans would add more than $5,000,000,000,000 to the national debt. That's ""trillion"" with a ""T."""
"Donald Trump seems to think $15 million is a ""small loan."" #debate https://t.co/Bo3HOhdR92 https://t.co/K5bCPX3ujx"
"Every time Trump makes a show of railing against outsourcing, remember the countries he shipped jobs and profits to: https://t.co/5MZTsOgYR9"
"Having a small business owner for a dad may not get you multi-million-dollar bailouts, but it does teach you the va… https://t.co/3LV3pmjRBI"
How many Trump products were made overseas? Here’s the complete list. https://t.co/OdJOZeZau0
